page_id,topic_kw,value
0,melbourne,0.025119096
0,city,0.017218273
0,business,0.006652567
0,information,0.005766216
0,support,0.004920775
0,businesses,0.0048326133
0,street,0.003941561
0,waste,0.0037711132
0,program,0.0035020723
0,planning,0.003385934
1,melbourne,0.014803368
1,permit,0.013347596
1,city,0.010464217
1,building,0.009451968
1,need,0.005747376
1,property,0.0056508575
1,application,0.005480091
1,creative,0.0053606005
1,planning,0.0051000156
1,information,0.004977543
2,melbourne,0.030578641
2,city,0.023179527
2,information,0.00541173
2,food,0.0049132993
2,business,0.0046947356
2,support,0.004507689
2,people,0.0039867903
2,event,0.003977593
2,public,0.0036904393
2,street,0.0036702175
3,melbourne,0.02645895
3,city,0.010073426
3,permit,0.008678711
3,plan,0.007817619
3,booking,0.0049862647
3,information,0.0046632257
3,new,0.0046309154
3,2022,0.004157803
3,form,0.0035834026
3,page,0.0034281856
4,melbourne,0.0170408
4,city,0.014746319
4,council,0.007423665
4,business,0.006557679
4,page,0.006107763
4,content,0.0049789455
4,–,0.004789935
4,information,0.0046732905
4,new,0.004363217
4,share,0.004259302
5,melbourne,0.025119096
5,city,0.017218273
5,business,0.006652567
5,information,0.005766216
5,support,0.004920775
5,businesses,0.0048326133
5,street,0.003941561
5,waste,0.0037711132
5,program,0.0035020723
5,planning,0.003385934
6,melbourne,0.0170408
6,city,0.014746319
6,council,0.007423665
6,business,0.006557679
6,page,0.006107763
6,content,0.0049789455
6,–,0.004789935
6,information,0.0046732905
6,new,0.004363217
6,share,0.004259302
7,melbourne,0.01735427
7,parking,0.014640905
7,city,0.014590755
7,business,0.009257881
7,2,0.008648808
7,information,0.0071762097
7,street,0.006873335
7,pty,0.005460508
7,people,0.0049845492
7,hours,0.004489277
8,melbourne,0.02645895
8,city,0.010073426
8,permit,0.008678711
8,plan,0.007817619
8,booking,0.0049862647
8,information,0.0046632257
8,new,0.0046309154
8,2022,0.004157803
8,form,0.0035834026
8,page,0.0034281856
9,melbourne,0.014803368
9,permit,0.013347596
9,city,0.010464217
9,building,0.009451968
9,need,0.005747376
9,property,0.0056508575
9,application,0.005480091
9,creative,0.0053606005
9,planning,0.0051000156
9,information,0.004977543
10,city,0.013127766
10,melbourne,0.011711862
10,council,0.008812201
10,required,0.0052438
10,information,0.004781066
10,permit,0.0042190654
10,committee,0.00415188
10,public,0.0040687495
10,local,0.004006283
10,application,0.003925487
11,city,0.015340483
11,food,0.012350719
11,melbourne,0.01221626
11,waste,0.009697276
11,street,0.0068888944
11,recycling,0.006672221
11,bin,0.005662314
11,–,0.005295032
11,bins,0.0050770794
11,public,0.0049683875
12,city,0.015124705
12,melbourne,0.013862845
12,victoria,0.006381244
12,event,0.005482748
12,public,0.0046708975
12,market,0.004649282
12,council,0.0042451797
12,page,0.004234632
12,park,0.003986839
12,energy,0.003934684
13,food,0.011187186
13,permit,0.010829254
13,parking,0.009645034
13,melbourne,0.006965984
13,city,0.0067722793
13,park,0.006404551
13,planning,0.0059681716
13,form,0.005707755
13,information,0.0053102365
13,booking,0.004845251
14,melbourne,0.014803368
14,permit,0.013347596
14,city,0.010464217
14,building,0.009451968
14,need,0.005747376
14,property,0.0056508575
14,application,0.005480091
14,creative,0.0053606005
14,planning,0.0051000156
14,information,0.004977543
15,permit,0.011519492
15,city,0.011242623
15,melbourne,0.0106723765
15,community,0.005846147
15,use,0.0056287814
15,information,0.0052758525
15,pay,0.0047711404
15,building,0.0043808385
15,fine,0.004236251
15,planning,0.0041182684
16,melbourne,0.014803368
16,permit,0.013347596
16,city,0.010464217
16,building,0.009451968
16,need,0.005747376
16,property,0.0056508575
16,application,0.005480091
16,creative,0.0053606005
16,planning,0.0051000156
16,information,0.004977543
17,melbourne,0.015409922
17,city,0.0118637355
17,building,0.011755831
17,community,0.010445781
17,street,0.007555796
17,new,0.0053180656
17,public,0.005298525
17,works,0.00471316
17,content,0.004220059
17,page,0.0040902155
18,city,0.02566961
18,melbourne,0.02273015
18,building,0.0120266825
18,information,0.010483041
18,permit,0.0076443707
18,planning,0.0066422834
18,data,0.006294512
18,required,0.0051633343
18,application,0.004991627
18,form,0.0044635134
19,melbourne,0.013913732
19,planning,0.010287682
19,city,0.009573933
19,information,0.007271927
19,public,0.0068716886
19,permit,0.0067584957
19,application,0.005750992
19,building,0.0051586786
19,need,0.0049751885
19,event,0.0049433406
20,community,0.012136603
20,melbourne,0.011910955
20,local,0.009738799
20,city,0.006484944
20,food,0.006458427
20,council,0.0062550805
20,page,0.00582547
20,public,0.0056723347
20,plan,0.0055743284
20,activities,0.004229814
21,community,0.012136603
21,melbourne,0.011910955
21,local,0.009738799
21,city,0.006484944
21,food,0.006458427
21,council,0.0062550805
21,page,0.00582547
21,public,0.0056723347
21,plan,0.0055743284
21,activities,0.004229814
22,melbourne,0.010980309
22,city,0.008612242
22,information,0.007834379
22,council,0.0068750405
22,heritage,0.0058256416
22,building,0.0057638395
22,marina,0.0053295456
22,s,0.00458481
22,data,0.004511753
22,including,0.004461247
23,city,0.022468578
23,melbourne,0.017224021
23,council,0.0073850234
23,business,0.0069520925
23,community,0.0056803734
23,grants,0.005530242
23,people,0.0048066964
23,local,0.004431874
23,support,0.0043845554
23,information,0.004370621
24,melbourne,0.0170408
24,city,0.014746319
24,council,0.007423665
24,business,0.006557679
24,page,0.006107763
24,content,0.0049789455
24,–,0.004789935
24,information,0.0046732905
24,new,0.004363217
24,share,0.004259302
25,melbourne,0.019668546
25,city,0.015803441
25,information,0.0065750303
25,services,0.0057657845
25,people,0.0055588526
25,support,0.0046505616
25,public,0.004602652
25,permit,0.0042638523
25,building,0.004248097
25,page,0.0041442188
26,melbourne,0.012968089
26,city,0.011136361
26,new,0.0051226364
26,information,0.0050816275
26,building,0.0047002677
26,s,0.0041663996
26,–,0.004018819
26,share,0.004015833
26,page,0.003997285
26,apply,0.003804637
27,melbourne,0.01823038
27,city,0.017268509
27,information,0.0061782524
27,business,0.0053764354
27,page,0.0049374085
27,public,0.0049296
27,program,0.004791965
27,content,0.004227348
27,plan,0.0041903225
27,council,0.0041228025
28,city,0.023222376
28,melbourne,0.02159244
28,permit,0.012054403
28,parking,0.0067493487
28,community,0.0059976033
28,public,0.0057291742
28,people,0.0045706374
28,new,0.0044092517
28,business,0.004364436
28,building,0.0043488094
29,melbourne,0.01860977
29,city,0.013051031
29,water,0.005688678
29,people,0.005133335
29,street,0.004458912
29,community,0.0044245454
29,page,0.0041500623
29,information,0.004067888
29,animal,0.0037613546
29,business,0.0037414955
30,melbourne,0.02812381
30,city,0.019160064
30,planning,0.017987965
30,design,0.0070415316
30,building,0.0064896923
30,permit,0.0055329865
30,project,0.0054031936
30,applications,0.004839303
30,information,0.0044800993
30,services,0.004268556
31,city,0.01740772
31,melbourne,0.014806136
31,permit,0.0066317404
31,application,0.006439543
31,business,0.0055139507
31,–,0.004875045
31,street,0.0048621437
31,information,0.0048486697
31,parking,0.0048113517
31,public,0.004621153
32,melbourne,0.018664895
32,city,0.0075793574
32,street,0.004862047
32,local,0.004424984
32,energy,0.004379098
32,community,0.004241033
32,sustainable,0.0035474806
32,water,0.0034147168
32,kb,0.0033171922
32,dog,0.0032379525
33,melbourne,0.019237483
33,city,0.013704479
33,community,0.008589025
33,local,0.0053000865
33,street,0.0051612356
33,park,0.0045645386
33,–,0.004257768
33,information,0.004219576
33,victoria,0.0040563177
33,food,0.0038734751
34,melbourne,0.02645895
34,city,0.010073426
34,permit,0.008678711
34,plan,0.007817619
34,booking,0.0049862647
34,information,0.0046632257
34,new,0.0046309154
34,2022,0.004157803
34,form,0.0035834026
34,page,0.0034281856
35,melbourne,0.0134974085
35,city,0.012443361
35,street,0.010993505
35,vehicle,0.0053733042
35,road,0.005015143
35,information,0.0047918484
35,leash,0.0046172
35,dogs,0.003976981
35,media,0.0038140588
35,2015,0.0036977732
36,melbourne,0.01823038
36,city,0.017268509
36,information,0.0061782524
36,business,0.0053764354
36,page,0.0049374085
36,public,0.0049296
36,program,0.004791965
36,content,0.004227348
36,plan,0.0041903225
36,council,0.0041228025
37,community,0.012136603
37,melbourne,0.011910955
37,local,0.009738799
37,city,0.006484944
37,food,0.006458427
37,council,0.0062550805
37,page,0.00582547
37,public,0.0056723347
37,plan,0.0055743284
37,activities,0.004229814
38,melbourne,0.015639964
38,city,0.010807562
38,heritage,0.010800386
38,street,0.009789311
38,permit,0.0070414613
38,information,0.0056422884
38,place,0.0052814246
38,public,0.0046976884
38,building,0.0041065193
38,1,0.003583132
39,melbourne,0.0170408
39,city,0.014746319
39,council,0.007423665
39,business,0.006557679
39,page,0.006107763
39,content,0.0049789455
39,–,0.004789935
39,information,0.0046732905
39,new,0.004363217
39,share,0.004259302
40,melbourne,0.014803368
40,permit,0.013347596
40,city,0.010464217
40,building,0.009451968
40,need,0.005747376
40,property,0.0056508575
40,application,0.005480091
40,creative,0.0053606005
40,planning,0.0051000156
40,information,0.004977543
41,melbourne,0.030578641
41,city,0.023179527
41,information,0.00541173
41,food,0.0049132993
41,business,0.0046947356
41,support,0.004507689
41,people,0.0039867903
41,event,0.003977593
41,public,0.0036904393
41,street,0.0036702175
42,melbourne,0.0170408
42,city,0.014746319
42,council,0.007423665
42,business,0.006557679
42,page,0.006107763
42,content,0.0049789455
42,–,0.004789935
42,information,0.0046732905
42,new,0.004363217
42,share,0.004259302
43,melbourne,0.01536217
43,city,0.013640645
43,–,0.0066361586
43,community,0.006302897
43,plan,0.006222094
43,business,0.005583199
43,contact,0.0049080276
43,precinct,0.0046189292
43,phase,0.0042616557
43,engagement,0.004145003
44,melbourne,0.01823038
44,city,0.017268509
44,information,0.0061782524
44,business,0.0053764354
44,page,0.0049374085
44,public,0.0049296
44,program,0.004791965
44,content,0.004227348
44,plan,0.0041903225
44,council,0.0041228025
45,city,0.015124705
45,melbourne,0.013862845
45,victoria,0.006381244
45,event,0.005482748
45,public,0.0046708975
45,market,0.004649282
45,council,0.0042451797
45,page,0.004234632
45,park,0.003986839
45,energy,0.003934684
46,booking,0.016236033
46,form,0.014665601
46,regular,0.014160678
46,users,0.013668079
46,melbourne,0.012037474
46,kb,0.011381376
46,doc,0.009114595
46,casual,0.008273202
46,city,0.0071680034
46,hours,0.006970968
47,melbourne,0.010980309
47,city,0.008612242
47,information,0.007834379
47,council,0.0068750405
47,heritage,0.0058256416
47,building,0.0057638395
47,marina,0.0053295456
47,s,0.00458481
47,data,0.004511753
47,including,0.004461247
48,city,0.023222376
48,melbourne,0.02159244
48,permit,0.012054403
48,parking,0.0067493487
48,community,0.0059976033
48,public,0.0057291742
48,people,0.0045706374
48,new,0.0044092517
48,business,0.004364436
48,building,0.0043488094
49,melbourne,0.024449266
49,city,0.021958811
49,victoria,0.0059106015
49,council,0.0052444143
49,program,0.0045433
49,community,0.0041723694
49,plan,0.0040326826
49,page,0.0040245284
49,information,0.0039579007
49,content,0.0039537544
50,melbourne,0.01914991
50,city,0.010478874
50,street,0.0065673753
50,public,0.0062918626
50,food,0.0060848007
50,waste,0.005297364
50,need,0.004900706
50,community,0.004571095
50,permit,0.0043360256
50,gardens,0.004083018
51,city,0.022468578
51,melbourne,0.017224021
51,council,0.0073850234
51,business,0.0069520925
51,community,0.0056803734
51,grants,0.005530242
51,people,0.0048066964
51,local,0.004431874
51,support,0.0043845554
51,information,0.004370621
52,melbourne,0.019237483
52,city,0.013704479
52,community,0.008589025
52,local,0.0053000865
52,street,0.0051612356
52,park,0.0045645386
52,–,0.004257768
52,information,0.004219576
52,victoria,0.0040563177
52,food,0.0038734751
53,melbourne,0.020682551
53,city,0.013075839
53,program,0.005938784
53,community,0.0046747443
53,required,0.004373588
53,application,0.0042290585
53,water,0.003801623
53,council,0.0035176538
53,event,0.0034791885
53,public,0.003293998
54,melbourne,0.023773834
54,city,0.02146817
54,business,0.008534389
54,program,0.0058959275
54,new,0.005497634
54,small,0.0051172418
54,content,0.0043247696
54,public,0.0043194746
54,community,0.0039810976
54,heritage,0.003951567
55,building,0.012897659
55,melbourne,0.008932192
55,city,0.006676152
55,children,0.006578785
55,street,0.0054404023
55,code,0.005266473
55,project,0.005156955
55,construction,0.0047922917
55,information,0.0044091837
55,work,0.004150205
56,melbourne,0.018664895
56,city,0.0075793574
56,street,0.004862047
56,local,0.004424984
56,energy,0.004379098
56,community,0.004241033
56,sustainable,0.0035474806
56,water,0.0034147168
56,kb,0.0033171922
56,dog,0.0032379525
57,melbourne,0.023773834
57,city,0.02146817
57,business,0.008534389
57,program,0.0058959275
57,new,0.005497634
57,small,0.0051172418
57,content,0.0043247696
57,public,0.0043194746
57,community,0.0039810976
57,heritage,0.003951567
58,melbourne,0.023773834
58,city,0.02146817
58,business,0.008534389
58,program,0.0058959275
58,new,0.005497634
58,small,0.0051172418
58,content,0.0043247696
58,public,0.0043194746
58,community,0.0039810976
58,heritage,0.003951567
59,melbourne,0.02354788
59,city,0.018978262
59,parking,0.0068860813
59,plan,0.0057940786
59,community,0.004898334
59,page,0.004774773
59,waste,0.0045775636
59,planning,0.003628222
59,share,0.0035075906
59,area,0.003478524
60,melbourne,0.023773834
60,city,0.02146817
60,business,0.008534389
60,program,0.0058959275
60,new,0.005497634
60,small,0.0051172418
60,content,0.0043247696
60,public,0.0043194746
60,community,0.0039810976
60,heritage,0.003951567
61,melbourne,0.023773834
61,city,0.02146817
61,business,0.008534389
61,program,0.0058959275
61,new,0.005497634
61,small,0.0051172418
61,content,0.0043247696
61,public,0.0043194746
61,community,0.0039810976
61,heritage,0.003951567
62,melbourne,0.023773834
62,city,0.02146817
62,business,0.008534389
62,program,0.0058959275
62,new,0.005497634
62,small,0.0051172418
62,content,0.0043247696
62,public,0.0043194746
62,community,0.0039810976
62,heritage,0.003951567
63,melbourne,0.025119096
63,city,0.017218273
63,business,0.006652567
63,information,0.005766216
63,support,0.004920775
63,businesses,0.0048326133
63,street,0.003941561
63,waste,0.0037711132
63,program,0.0035020723
63,planning,0.003385934
64,melbourne,0.023199283
64,city,0.013036748
64,business,0.005799956
64,council,0.0048794327
64,street,0.0042618224
64,public,0.0039527453
64,information,0.0039241672
64,venue,0.0038841637
64,use,0.0038821015
64,program,0.0038684807
65,melbourne,0.025119096
65,city,0.017218273
65,business,0.006652567
65,information,0.005766216
65,support,0.004920775
65,businesses,0.0048326133
65,street,0.003941561
65,waste,0.0037711132
65,program,0.0035020723
65,planning,0.003385934
66,melbourne,0.023773834
66,city,0.02146817
66,business,0.008534389
66,program,0.0058959275
66,new,0.005497634
66,small,0.0051172418
66,content,0.0043247696
66,public,0.0043194746
66,community,0.0039810976
66,heritage,0.003951567
67,melbourne,0.023773834
67,city,0.02146817
67,business,0.008534389
67,program,0.0058959275
67,new,0.005497634
67,small,0.0051172418
67,content,0.0043247696
67,public,0.0043194746
67,community,0.0039810976
67,heritage,0.003951567
68,melbourne,0.012968089
68,city,0.011136361
68,new,0.0051226364
68,information,0.0050816275
68,building,0.0047002677
68,s,0.0041663996
68,–,0.004018819
68,share,0.004015833
68,page,0.003997285
68,apply,0.003804637
69,melbourne,0.015639964
69,city,0.010807562
69,heritage,0.010800386
69,street,0.009789311
69,permit,0.0070414613
69,information,0.0056422884
69,place,0.0052814246
69,public,0.0046976884
69,building,0.0041065193
69,1,0.003583132
70,melbourne,0.023653042
70,city,0.011810325
70,car,0.008795676
70,share,0.0055290493
70,planning,0.0043101166
70,–,0.004225388
70,council,0.0039806007
70,content,0.003925183
70,soft,0.003712151
70,awards,0.0036755658
71,melbourne,0.020682551
71,city,0.013075839
71,program,0.005938784
71,community,0.0046747443
71,required,0.004373588
71,application,0.0042290585
71,water,0.003801623
71,council,0.0035176538
71,event,0.0034791885
71,public,0.003293998
72,city,0.015670003
72,melbourne,0.01200377
72,people,0.00943787
72,services,0.007289141
72,waste,0.0071757073
72,support,0.0066283518
72,place,0.0062897797
72,community,0.006024363
72,heritage,0.0051379898
72,health,0.004282498
73,city,0.015711872
73,melbourne,0.013176517
73,food,0.010540269
73,information,0.0052079773
73,–,0.0048694755
73,need,0.004763736
73,business,0.0046980917
73,share,0.00406766
73,public,0.0040547457
73,page,0.0038693366
74,melbourne,0.023653042
74,city,0.011810325
74,car,0.008795676
74,share,0.0055290493
74,planning,0.0043101166
74,–,0.004225388
74,council,0.0039806007
74,content,0.003925183
74,soft,0.003712151
74,awards,0.0036755658
75,melbourne,0.024449266
75,city,0.021958811
75,victoria,0.0059106015
75,council,0.0052444143
75,program,0.0045433
75,community,0.0041723694
75,plan,0.0040326826
75,page,0.0040245284
75,information,0.0039579007
75,content,0.0039537544
76,melbourne,0.023653042
76,city,0.011810325
76,car,0.008795676
76,share,0.0055290493
76,planning,0.0043101166
76,–,0.004225388
76,council,0.0039806007
76,content,0.003925183
76,soft,0.003712151
76,awards,0.0036755658
77,melbourne,0.02354788
77,city,0.018978262
77,parking,0.0068860813
77,plan,0.0057940786
77,community,0.004898334
77,page,0.004774773
77,waste,0.0045775636
77,planning,0.003628222
77,share,0.0035075906
77,area,0.003478524
78,melbourne,0.014609116
78,city,0.011814715
78,community,0.0060454826
78,space,0.0056731203
78,public,0.00550941
78,new,0.005093718
78,plan,0.004284692
78,people,0.004174097
78,spaces,0.00404485
78,support,0.0037088878
79,melbourne,0.01860977
79,city,0.013051031
79,water,0.005688678
79,people,0.005133335
79,street,0.004458912
79,community,0.0044245454
79,page,0.0041500623
79,information,0.004067888
79,animal,0.0037613546
79,business,0.0037414955
80,melbourne,0.020682551
80,city,0.013075839
80,program,0.005938784
80,community,0.0046747443
80,required,0.004373588
80,application,0.0042290585
80,water,0.003801623
80,council,0.0035176538
80,event,0.0034791885
80,public,0.003293998
81,melbourne,0.01914991
81,city,0.010478874
81,street,0.0065673753
81,public,0.0062918626
81,food,0.0060848007
81,waste,0.005297364
81,need,0.004900706
81,community,0.004571095
81,permit,0.0043360256
81,gardens,0.004083018
82,melbourne,0.030578641
82,city,0.023179527
82,information,0.00541173
82,food,0.0049132993
82,business,0.0046947356
82,support,0.004507689
82,people,0.0039867903
82,event,0.003977593
82,public,0.0036904393
82,street,0.0036702175
83,melbourne,0.0156174945
83,city,0.012430034
83,street,0.008567307
83,permit,0.008310662
83,new,0.007213612
83,public,0.0049098576
83,victoria,0.004543212
83,building,0.0039983215
83,information,0.003719891
83,road,0.0033286312
84,melbourne,0.013777966
84,community,0.01109255
84,city,0.011022648
84,grants,0.010378031
84,public,0.008611891
84,green,0.008289498
84,recipients,0.007538063
84,market,0.0058898586
84,kb,0.0055776457
84,planning,0.0055001485
85,melbourne,0.0156174945
85,city,0.012430034
85,street,0.008567307
85,permit,0.008310662
85,new,0.007213612
85,public,0.0049098576
85,victoria,0.004543212
85,building,0.0039983215
85,information,0.003719891
85,road,0.0033286312
86,melbourne,0.0156174945
86,city,0.012430034
86,street,0.008567307
86,permit,0.008310662
86,new,0.007213612
86,public,0.0049098576
86,victoria,0.004543212
86,building,0.0039983215
86,information,0.003719891
86,road,0.0033286312
87,melbourne,0.013758521
87,city,0.009746624
87,sports,0.0074541424
87,planning,0.006779118
87,information,0.0047039315
87,use,0.004677982
87,music,0.0043729073
87,interview,0.0043162117
87,permit,0.0040842816
87,water,0.003823214
88,city,0.01740772
88,melbourne,0.014806136
88,permit,0.0066317404
88,application,0.006439543
88,business,0.0055139507
88,–,0.004875045
88,street,0.0048621437
88,information,0.0048486697
88,parking,0.0048113517
88,public,0.004621153
89,melbourne,0.023773834
89,city,0.02146817
89,business,0.008534389
89,program,0.0058959275
89,new,0.005497634
89,small,0.0051172418
89,content,0.0043247696
89,public,0.0043194746
89,community,0.0039810976
89,heritage,0.003951567
90,melbourne,0.013751401
90,booking,0.012053216
90,access,0.009542291
90,city,0.00820842
90,conditions,0.007925433
90,community,0.0072422195
90,form,0.0067896578
90,information,0.0059258053
90,kb,0.00555677
90,terms,0.005538296
91,melbourne,0.01943421
91,city,0.010376422
91,permit,0.0069476073
91,street,0.0045270836
91,need,0.0041511892
91,business,0.0041496074
91,design,0.004072903
91,community,0.0039513214
91,s,0.0039414386
91,building,0.0038048713
92,melbourne,0.015409922
92,city,0.0118637355
92,building,0.011755831
92,community,0.010445781
92,street,0.007555796
92,new,0.0053180656
92,public,0.005298525
92,works,0.00471316
92,content,0.004220059
92,page,0.0040902155
93,city,0.022468578
93,melbourne,0.017224021
93,council,0.0073850234
93,business,0.0069520925
93,community,0.0056803734
93,grants,0.005530242
93,people,0.0048066964
93,local,0.004431874
93,support,0.0043845554
93,information,0.004370621
94,melbourne,0.013331991
94,city,0.009723282
94,street,0.006020625
94,tree,0.0051217657
94,use,0.004911588
94,energy,0.004064926
94,local,0.0039121103
94,community,0.0038867514
94,s,0.0038313756
94,trees,0.0036794073
95,melbourne,0.01914991
95,city,0.010478874
95,street,0.0065673753
95,public,0.0062918626
95,food,0.0060848007
95,waste,0.005297364
95,need,0.004900706
95,community,0.004571095
95,permit,0.0043360256
95,gardens,0.004083018
96,melbourne,0.019668546
96,city,0.015803441
96,information,0.0065750303
96,services,0.0057657845
96,people,0.0055588526
96,support,0.0046505616
96,public,0.004602652
96,permit,0.0042638523
96,building,0.004248097
96,page,0.0041442188
97,melbourne,0.02354788
97,city,0.018978262
97,parking,0.0068860813
97,plan,0.0057940786
97,community,0.004898334
97,page,0.004774773
97,waste,0.0045775636
97,planning,0.003628222
97,share,0.0035075906
97,area,0.003478524
98,melbourne,0.030578641
98,city,0.023179527
98,information,0.00541173
98,food,0.0049132993
98,business,0.0046947356
98,support,0.004507689
98,people,0.0039867903
98,event,0.003977593
98,public,0.0036904393
98,street,0.0036702175
99,city,0.023222376
99,melbourne,0.02159244
99,permit,0.012054403
99,parking,0.0067493487
99,community,0.0059976033
99,public,0.0057291742
99,people,0.0045706374
99,new,0.0044092517
99,business,0.004364436
99,building,0.0043488094
100,market,0.016628005
100,melbourne,0.014795984
100,city,0.010284307
100,queen,0.007318775
100,victoria,0.006498665
100,renewal,0.006073788
100,car,0.006054549
100,sports,0.005828605
100,share,0.0056888894
100,use,0.005245913
101,city,0.02566961
101,melbourne,0.02273015
101,building,0.0120266825
101,information,0.010483041
101,permit,0.0076443707
101,planning,0.0066422834
101,data,0.006294512
101,required,0.0051633343
101,application,0.004991627
101,form,0.0044635134
102,melbourne,0.016689887
102,city,0.010649072
102,heritage,0.01052859
102,street,0.0053616557
102,place,0.004846303
102,community,0.004805409
102,people,0.004059922
102,business,0.0038520596
102,use,0.003783807
102,information,0.0037205182
103,melbourne,0.013758521
103,city,0.009746624
103,sports,0.0074541424
103,planning,0.006779118
103,information,0.0047039315
103,use,0.004677982
103,music,0.0043729073
103,interview,0.0043162117
103,permit,0.0040842816
103,water,0.003823214
104,melbourne,0.023671543
104,city,0.014660326
104,community,0.007215537
104,heritage,0.006716662
104,people,0.0062401276
104,market,0.005660206
104,street,0.005517966
104,share,0.005248014
104,permit,0.004844083
104,content,0.004410229
105,melbourne,0.023671543
105,city,0.014660326
105,community,0.007215537
105,heritage,0.006716662
105,people,0.0062401276
105,market,0.005660206
105,street,0.005517966
105,share,0.005248014
105,permit,0.004844083
105,content,0.004410229
106,melbourne,0.02812381
106,city,0.019160064
106,planning,0.017987965
106,design,0.0070415316
106,building,0.0064896923
106,permit,0.0055329865
106,project,0.0054031936
106,applications,0.004839303
106,information,0.0044800993
106,services,0.004268556
107,melbourne,0.025119096
107,city,0.017218273
107,business,0.006652567
107,information,0.005766216
107,support,0.004920775
107,businesses,0.0048326133
107,street,0.003941561
107,waste,0.0037711132
107,program,0.0035020723
107,planning,0.003385934
108,melbourne,0.013730832
108,permit,0.011498543
108,city,0.009295533
108,information,0.0066507678
108,permits,0.0060240524
108,required,0.0048039826
108,street,0.004502336
108,parking,0.0045015025
108,business,0.003862588
108,victoria,0.0035804133
109,melbourne,0.013758521
109,city,0.009746624
109,sports,0.0074541424
109,planning,0.006779118
109,information,0.0047039315
109,use,0.004677982
109,music,0.0043729073
109,interview,0.0043162117
109,permit,0.0040842816
109,water,0.003823214
110,melbourne,0.015927486
110,city,0.0098000895
110,new,0.0062751947
110,artplay,0.0052155526
110,aboriginal,0.005214936
110,information,0.0041069794
110,project,0.003900848
110,people,0.00379892
110,businesses,0.0037934647
110,business,0.0037194106
111,melbourne,0.011244301
111,city,0.010377497
111,arts,0.008880128
111,public,0.006844296
111,art,0.006528568
111,planning,0.0058722994
111,children,0.0052727195
111,people,0.0048470213
111,share,0.004118554
111,program,0.004043106
112,permit,0.011519492
112,city,0.011242623
112,melbourne,0.0106723765
112,community,0.005846147
112,use,0.0056287814
112,information,0.0052758525
112,pay,0.0047711404
112,building,0.0043808385
112,fine,0.004236251
112,planning,0.0041182684
113,city,0.02566961
113,melbourne,0.02273015
113,building,0.0120266825
113,information,0.010483041
113,permit,0.0076443707
113,planning,0.0066422834
113,data,0.006294512
113,required,0.0051633343
113,application,0.004991627
113,form,0.0044635134
114,melbourne,0.015927486
114,city,0.0098000895
114,new,0.0062751947
114,artplay,0.0052155526
114,aboriginal,0.005214936
114,information,0.0041069794
114,project,0.003900848
114,people,0.00379892
114,businesses,0.0037934647
114,business,0.0037194106
115,business,0.010728476
115,city,0.008661916
115,melbourne,0.007992832
115,community,0.007840232
115,tobacco,0.005548386
115,venue,0.0054717823
115,form,0.005317888
115,hire,0.005013146
115,booking,0.0049488875
115,support,0.004895269
116,melbourne,0.019485509
116,city,0.01201332
116,planning,0.009419558
116,aboriginal,0.0063195075
116,parking,0.0060310084
116,rates,0.005591207
116,need,0.004844189
116,content,0.004424043
116,page,0.0043924004
116,share,0.0042102747
117,melbourne,0.019319432
117,city,0.009174986
117,information,0.005047274
117,event,0.00492311
117,public,0.004824847
117,use,0.0046007824
117,–,0.0041936124
117,design,0.0038955128
117,page,0.0037782008
117,permit,0.0032840495
118,melbourne,0.023671543
118,city,0.014660326
118,community,0.007215537
118,heritage,0.006716662
118,people,0.0062401276
118,market,0.005660206
118,street,0.005517966
118,share,0.005248014
118,permit,0.004844083
118,content,0.004410229
119,city,0.022468578
119,melbourne,0.017224021
119,council,0.0073850234
119,business,0.0069520925
119,community,0.0056803734
119,grants,0.005530242
119,people,0.0048066964
119,local,0.004431874
119,support,0.0043845554
119,information,0.004370621
120,melbourne,0.024449266
120,city,0.021958811
120,victoria,0.0059106015
120,council,0.0052444143
120,program,0.0045433
120,community,0.0041723694
120,plan,0.0040326826
120,page,0.0040245284
120,information,0.0039579007
120,content,0.0039537544
121,melbourne,0.025119096
121,city,0.017218273
121,business,0.006652567
121,information,0.005766216
121,support,0.004920775
121,businesses,0.0048326133
121,street,0.003941561
121,waste,0.0037711132
121,program,0.0035020723
121,planning,0.003385934
122,melbourne,0.020682551
122,city,0.013075839
122,program,0.005938784
122,community,0.0046747443
122,required,0.004373588
122,application,0.0042290585
122,water,0.003801623
122,council,0.0035176538
122,event,0.0034791885
122,public,0.003293998
123,melbourne,0.021567589
123,booking,0.009123946
123,street,0.00811007
123,city,0.008001057
123,form,0.0075658173
123,kb,0.0057891263
123,community,0.0055994345
123,conditions,0.0054089823
123,information,0.0050328635
123,building,0.004734411
124,melbourne,0.023671543
124,city,0.014660326
124,community,0.007215537
124,heritage,0.006716662
124,people,0.0062401276
124,market,0.005660206
124,street,0.005517966
124,share,0.005248014
124,permit,0.004844083
124,content,0.004410229
125,city,0.018698098
125,melbourne,0.009051568
125,business,0.008076921
125,public,0.007306069
125,information,0.0062345387
125,people,0.0050171274
125,content,0.003941439
125,works,0.003911929
125,need,0.003718634
125,page,0.0035947294
126,city,0.01811362
126,melbourne,0.0109305065
126,marina,0.005763454
126,heritage,0.0053562173
126,open,0.004256878
126,council,0.0041649546
126,community,0.0036433646
126,planning,0.0035993187
126,information,0.0034314538
126,building,0.0033210583
127,melbourne,0.015146459
127,city,0.01361042
127,street,0.01030372
