index,site_id,page_id,keyword_id,similar_kw_id,phrases_count,country
210,0,0_201,82,82,1,1
211,0,0_284,82,82,1,1
212,0,0_329,82,82,1,1
213,0,0_1352,82,82,1,1
214,0,0_2043,82,82,1,1
215,0,0_2065,82,82,1,1
216,0,0_4078,82,82,1,1
217,0,0_4088,82,82,1,1
218,0,0_4285,82,82,1,1
219,0,0_4306,82,82,1,1
220,0,0_4578,82,82,1,1
221,0,0_4943,82,82,1,1
222,0,0_945,86,86,1,1
223,0,0_4081,86,86,1,1
224,0,0_4099,86,86,1,1
225,0,0_4152,86,86,1,1
226,0,0_4973,92,92,1,1
227,0,0_4736,94,94,1,1
228,0,0_177,97,97,1,1
229,0,0_1430,97,97,1,1
230,0,0_4092,97,97,1,1
231,0,0_4239,97,97,1,1
232,0,0_4423,97,97,1,1
233,0,0_4444,97,97,1,1
234,0,0_1930,99,99,1,1
235,0,0_1442,105,105,1,1
236,0,0_1858,105,105,1,1
237,0,0_4056,105,105,1,1
238,0,0_4090,105,105,1,1
239,0,0_4130,105,105,1,1
240,0,0_4142,105,105,1,1
241,0,0_4143,105,105,1,1
242,0,0_4147,105,105,1,1
243,0,0_4148,105,105,1,1
244,0,0_4189,105,105,1,1
245,0,0_4235,105,105,1,1
246,0,0_4244,105,105,1,1
247,0,0_2750,107,107,1,1
248,0,0_4418,107,107,1,1
249,0,0_4882,110,110,1,1
250,0,0_773,111,111,1,1
251,0,0_2370,111,111,1,1
252,0,0_2411,111,111,1,1
253,0,0_3490,111,111,1,1
254,0,0_3505,111,111,1,1
255,0,0_3975,111,111,1,1
256,0,0_3997,111,111,1,1
257,0,0_4142,111,111,1,1
258,0,0_4143,111,111,1,1
259,0,0_4144,111,111,1,1
260,0,0_4146,111,111,1,1
261,0,0_4147,111,111,1,1
262,0,0_4148,111,111,1,1
263,0,0_4150,111,111,1,1
264,0,0_4151,111,111,1,1
265,0,0_4173,111,111,1,1
266,0,0_4191,111,111,1,1
267,0,0_4235,111,111,1,1
268,0,0_4238,111,111,1,1
269,0,0_132,116,116,1,1
270,0,0_152,116,116,1,1
271,0,0_155,116,116,1,1
272,0,0_166,116,116,1,1
273,0,0_201,116,116,1,1
274,0,0_284,116,116,1,1
275,0,0_301,116,116,1,1
276,0,0_315,116,116,1,1
277,0,0_316,116,116,1,1
278,0,0_334,116,116,1,1
279,0,0_336,116,116,1,1
280,0,0_581,116,116,1,1
281,0,0_887,116,116,1,1
282,0,0_912,116,116,1,1
283,0,0_928,116,116,1,1
284,0,0_1092,116,116,1,1
285,0,0_1314,116,116,1,1
286,0,0_1352,116,116,1,1
287,0,0_1444,116,116,1,1
288,0,0_1446,116,116,1,1
289,0,0_1454,116,116,1,1
290,0,0_1459,116,116,1,1
291,0,0_1568,116,116,1,1
292,0,0_1607,116,116,1,1
293,0,0_1616,116,116,1,1
294,0,0_1638,116,116,1,1
295,0,0_1663,116,116,1,1
296,0,0_1682,116,116,1,1
297,0,0_1693,116,116,1,1
298,0,0_1694,116,116,1,1
299,0,0_1922,116,116,1,1
300,0,0_1938,116,116,1,1
301,0,0_2736,116,116,1,1
302,0,0_2750,116,116,1,1
303,0,0_3475,116,116,1,1
304,0,0_4077,116,116,1,1
305,0,0_4078,116,116,1,1
306,0,0_4081,116,116,1,1
307,0,0_4091,116,116,1,1
308,0,0_4092,116,116,1,1
309,0,0_4239,116,116,1,1
310,0,0_4409,116,116,1,1
311,0,0_4418,116,116,1,1
312,0,0_4490,116,116,1,1
313,0,0_4578,116,116,1,1
314,0,0_4644,116,116,1,1
315,0,0_4747,116,116,1,1
316,0,0_4769,116,116,1,1
317,0,0_4927,116,116,1,1
318,0,0_4942,116,116,1,1
319,0,0_5014,116,116,1,1
320,0,0_5039,116,116,1,1
321,0,0_5065,116,116,1,1
322,0,0_80,124,124,1,1
323,0,0_1462,124,124,1,1
324,0,0_1534,124,124,1,1
325,0,0_1568,124,124,1,1
326,0,0_1878,124,124,1,1
327,0,0_2750,124,124,1,1
328,0,0_4418,124,124,1,1
329,0,0_4490,124,124,1,1
330,0,0_4773,124,124,1,1
331,0,0_4777,124,124,1,1
332,0,0_4914,124,124,1,1
333,0,0_177,132,132,1,1
334,0,0_1417,132,132,1,1
335,0,0_1422,132,132,1,1
336,0,0_1430,132,132,1,1
337,0,0_1434,132,132,1,1
338,0,0_1438,132,132,1,1
339,0,0_1441,132,132,1,1
340,0,0_1442,132,132,1,1
341,0,0_1452,132,132,1,1
342,0,0_1462,132,132,1,1
343,0,0_1478,132,132,1,1
344,0,0_1484,132,132,1,1
345,0,0_1744,132,132,1,1
346,0,0_2043,132,132,1,1
347,0,0_2065,132,132,1,1
348,0,0_4090,132,132,1,1
349,0,0_4142,132,132,1,1
350,0,0_4143,132,132,1,1
351,0,0_4144,132,132,1,1
352,0,0_4147,132,132,1,1
353,0,0_4148,132,132,1,1
354,0,0_4150,132,132,1,1
355,0,0_4166,132,132,1,1
356,0,0_4189,132,132,1,1
357,0,0_4235,132,132,1,1
358,0,0_4238,132,132,1,1
359,0,0_4244,132,132,1,1
360,0,0_4547,132,132,1,1
361,0,0_4607,132,132,1,1
362,0,0_26,138,138,1,1
363,0,0_27,138,138,1,1
364,0,0_73,138,138,1,1
365,0,0_155,138,138,1,1
366,0,0_183,138,138,1,1
367,0,0_294,138,138,1,1
368,0,0_301,138,138,1,1
369,0,0_336,138,138,1,1
370,0,0_427,138,138,1,1
371,0,0_945,138,138,1,1
372,0,0_1383,138,138,1,1
373,0,0_1392,138,138,1,1
374,0,0_1403,138,138,1,1
375,0,0_1406,138,138,1,1
376,0,0_1455,138,138,1,1
377,0,0_1473,138,138,1,1
378,0,0_1532,138,138,1,1
379,0,0_1606,138,138,1,1
380,0,0_1680,138,138,1,1
381,0,0_1702,138,138,1,1
382,0,0_1771,138,138,1,1
383,0,0_1787,138,138,1,1
384,0,0_1824,138,138,1,1
385,0,0_1941,138,138,1,1
386,0,0_2043,138,138,1,1
387,0,0_2065,138,138,1,1
388,0,0_2125,138,138,1,1
389,0,0_2297,138,138,1,1
390,0,0_2312,138,138,1,1
391,0,0_2319,138,138,1,1
392,0,0_2736,138,138,1,1
393,0,0_2750,138,138,1,1
394,0,0_3227,138,138,1,1
395,0,0_3262,138,138,1,1
396,0,0_3364,138,138,1,1
397,0,0_3425,138,138,1,1
398,0,0_3918,138,138,1,1
399,0,0_4047,138,138,1,1
400,0,0_4052,138,138,1,1
401,0,0_4067,138,138,1,1
402,0,0_4075,138,138,1,1
403,0,0_4077,138,138,1,1
404,0,0_4080,138,138,1,1
405,0,0_4086,138,138,1,1
406,0,0_4091,138,138,1,1
407,0,0_4099,138,138,1,1
408,0,0_4106,138,138,1,1
409,0,0_4152,138,138,1,1
410,0,0_4181,138,138,1,1
411,0,0_4199,138,138,1,1
412,0,0_4232,138,138,1,1
413,0,0_4233,138,138,1,1
414,0,0_4246,138,138,1,1
415,0,0_4409,138,138,1,1
416,0,0_4412,138,138,1,1
417,0,0_4417,138,138,1,1
418,0,0_4418,138,138,1,1
419,0,0_4434,138,138,1,1
420,0,0_4445,138,138,1,1
421,0,0_4454,138,138,1,1
422,0,0_4462,138,138,1,1
423,0,0_4465,138,138,1,1
424,0,0_4502,138,138,1,1
425,0,0_4738,138,138,1,1
426,0,0_4739,138,138,1,1
427,0,0_4748,138,138,1,1
428,0,0_4764,138,138,1,1
429,0,0_4768,138,138,1,1
430,0,0_4782,138,138,1,1
431,0,0_4789,138,138,1,1
432,0,0_4813,138,138,1,1
433,0,0_4909,138,138,1,1
434,0,0_4931,138,138,1,1
435,0,0_4968,138,138,1,1
436,0,0_5046,138,138,1,1
437,0,0_5073,138,138,1,1
438,0,0_5733,138,138,1,1
439,0,0_5736,138,138,1,1
440,0,0_5739,138,138,1,1
441,0,0_2,142,142,1,1
442,0,0_4,142,142,1,1
443,0,0_10,142,142,1,1
444,0,0_12,142,142,1,1
445,0,0_34,142,142,1,1
446,0,0_73,142,142,1,1
447,0,0_78,142,142,1,1
448,0,0_81,142,142,1,1
449,0,0_82,142,142,1,1
450,0,0_83,142,142,1,1
451,0,0_84,142,142,1,1
452,0,0_96,142,142,1,1
453,0,0_98,142,142,1,1
454,0,0_106,142,142,1,1
455,0,0_108,142,142,1,1
456,0,0_110,142,142,1,1
457,0,0_113,142,142,1,1
458,0,0_115,142,142,1,1
459,0,0_123,142,142,1,1
460,0,0_136,142,142,1,1
461,0,0_149,142,142,1,1
462,0,0_159,142,142,1,1
463,0,0_168,142,142,1,1
464,0,0_173,142,142,1,1
465,0,0_187,142,142,1,1
466,0,0_192,142,142,1,1
467,0,0_201,142,142,1,1
468,0,0_202,142,142,1,1
469,0,0_205,142,142,1,1
470,0,0_208,142,142,1,1
471,0,0_212,142,142,1,1
472,0,0_237,142,142,1,1
473,0,0_244,142,142,1,1
474,0,0_250,142,142,1,1
475,0,0_252,142,142,1,1
476,0,0_257,142,142,1,1
477,0,0_269,142,142,1,1
478,0,0_271,142,142,1,1
479,0,0_286,142,142,1,1
480,0,0_295,142,142,1,1
481,0,0_320,142,142,1,1
482,0,0_328,142,142,1,1
483,0,0_330,142,142,1,1
484,0,0_333,142,142,1,1
485,0,0_341,142,142,1,1
486,0,0_353,142,142,1,1
487,0,0_363,142,142,1,1
488,0,0_403,142,142,1,1
489,0,0_520,142,142,1,1
490,0,0_581,142,142,1,1
491,0,0_583,142,142,1,1
492,0,0_585,142,142,1,1
493,0,0_586,142,142,1,1
494,0,0_607,142,142,1,1
495,0,0_633,142,142,1,1
496,0,0_695,142,142,1,1
497,0,0_707,142,142,1,1
498,0,0_852,142,142,1,1
499,0,0_858,142,142,1,1
500,0,0_895,142,142,1,1
501,0,0_936,142,142,1,1
502,0,0_957,142,142,1,1
503,0,0_965,142,142,1,1
504,0,0_969,142,142,1,1
505,0,0_972,142,142,1,1
506,0,0_976,142,142,1,1
507,0,0_986,142,142,1,1
508,0,0_1004,142,142,1,1
509,0,0_1303,142,142,1,1
510,0,0_1334,142,142,1,1
511,0,0_1337,142,142,1,1
512,0,0_1339,142,142,1,1
513,0,0_1343,142,142,1,1
514,0,0_1352,142,142,1,1
515,0,0_1353,142,142,1,1
516,0,0_1357,142,142,1,1
517,0,0_1371,142,142,1,1
518,0,0_1373,142,142,1,1
519,0,0_1374,142,142,1,1
520,0,0_1392,142,142,1,1
521,0,0_1408,142,142,1,1
522,0,0_1431,142,142,1,1
523,0,0_1437,142,142,1,1
524,0,0_1443,142,142,1,1
525,0,0_1458,142,142,1,1
526,0,0_1465,142,142,1,1
527,0,0_1467,142,142,1,1
528,0,0_1471,142,142,1,1
529,0,0_1477,142,142,1,1
530,0,0_1486,142,142,1,1
531,0,0_1492,142,142,1,1
532,0,0_1498,142,142,1,1
533,0,0_1502,142,142,1,1
534,0,0_1513,142,142,1,1
535,0,0_1526,142,142,1,1
536,0,0_1534,142,142,1,1
537,0,0_1536,142,142,1,1
538,0,0_1539,142,142,1,1
539,0,0_1546,142,142,1,1
540,0,0_1550,142,142,1,1
541,0,0_1563,142,142,1,1
542,0,0_1568,142,142,1,1
543,0,0_1583,142,142,1,1
544,0,0_1584,142,142,1,1
545,0,0_1586,142,142,1,1
546,0,0_1596,142,142,1,1
547,0,0_1606,142,142,1,1
548,0,0_1607,142,142,1,1
549,0,0_1609,142,142,1,1
550,0,0_1613,142,142,1,1
551,0,0_1614,142,142,1,1
552,0,0_1622,142,142,1,1
553,0,0_1625,142,142,1,1
554,0,0_1639,142,142,1,1
555,0,0_1657,142,142,1,1
556,0,0_1695,142,142,1,1
557,0,0_1696,142,142,1,1
558,0,0_1698,142,142,1,1
559,0,0_1723,142,142,1,1
560,0,0_1725,142,142,1,1
561,0,0_1734,142,142,1,1
562,0,0_1735,142,142,1,1
563,0,0_1738,142,142,1,1
564,0,0_1740,142,142,1,1
565,0,0_1742,142,142,1,1
566,0,0_1743,142,142,1,1
567,0,0_1752,142,142,1,1
568,0,0_1755,142,142,1,1
569,0,0_1756,142,142,1,1
570,0,0_1758,142,142,1,1
571,0,0_1775,142,142,1,1
572,0,0_1776,142,142,1,1
573,0,0_1783,142,142,1,1
574,0,0_1786,142,142,1,1
575,0,0_1791,142,142,1,1
576,0,0_1792,142,142,1,1
577,0,0_1795,142,142,1,1
578,0,0_1810,142,142,1,1
579,0,0_1813,142,142,1,1
580,0,0_1816,142,142,1,1
581,0,0_1837,142,142,1,1
582,0,0_1839,142,142,1,1
583,0,0_1846,142,142,1,1
584,0,0_1847,142,142,1,1
585,0,0_1848,142,142,1,1
586,0,0_1852,142,142,1,1
587,0,0_1854,142,142,1,1
588,0,0_1856,142,142,1,1
589,0,0_1871,142,142,1,1
590,0,0_1880,142,142,1,1
591,0,0_1882,142,142,1,1
592,0,0_1891,142,142,1,1
593,0,0_1896,142,142,1,1
594,0,0_1907,142,142,1,1
595,0,0_1916,142,142,1,1
596,0,0_1917,142,142,1,1
597,0,0_1920,142,142,1,1
598,0,0_1927,142,142,1,1
599,0,0_1934,142,142,1,1
600,0,0_1935,142,142,1,1
601,0,0_1939,142,142,1,1
602,0,0_1949,142,142,1,1
603,0,0_1952,142,142,1,1
604,0,0_1974,142,142,1,1
605,0,0_2003,142,142,1,1
606,0,0_2011,142,142,1,1
607,0,0_2017,142,142,1,1
608,0,0_2018,142,142,1,1
609,0,0_2019,142,142,1,1
610,0,0_2051,142,142,1,1
611,0,0_2062,142,142,1,1
612,0,0_2083,142,142,1,1
613,0,0_2095,142,142,1,1
614,0,0_2096,142,142,1,1
615,0,0_2154,142,142,1,1
616,0,0_2185,142,142,1,1
617,0,0_2209,142,142,1,1
618,0,0_2220,142,142,1,1
619,0,0_2222,142,142,1,1
620,0,0_2236,142,142,1,1
621,0,0_2244,142,142,1,1
622,0,0_2246,142,142,1,1
623,0,0_2250,142,142,1,1
624,0,0_2251,142,142,1,1
625,0,0_2252,142,142,1,1
626,0,0_2260,142,142,1,1
627,0,0_2261,142,142,1,1
628,0,0_2263,142,142,1,1
629,0,0_2264,142,142,1,1
630,0,0_2265,142,142,1,1
631,0,0_2267,142,142,1,1
632,0,0_2280,142,142,1,1
633,0,0_2282,142,142,1,1
634,0,0_2288,142,142,1,1
635,0,0_2292,142,142,1,1
636,0,0_2294,142,142,1,1
637,0,0_2296,142,142,1,1
638,0,0_2297,142,142,1,1
639,0,0_2306,142,142,1,1
640,0,0_2312,142,142,1,1
641,0,0_2336,142,142,1,1
642,0,0_2348,142,142,1,1
643,0,0_2349,142,142,1,1
644,0,0_2356,142,142,1,1
645,0,0_2369,142,142,1,1
646,0,0_2370,142,142,1,1
647,0,0_2377,142,142,1,1
648,0,0_2378,142,142,1,1
649,0,0_2379,142,142,1,1
650,0,0_2382,142,142,1,1
651,0,0_2384,142,142,1,1
652,0,0_2387,142,142,1,1
653,0,0_2388,142,142,1,1
654,0,0_2391,142,142,1,1
655,0,0_2397,142,142,1,1
656,0,0_2399,142,142,1,1
657,0,0_2408,142,142,1,1
658,0,0_2426,142,142,1,1
659,0,0_2428,142,142,1,1
660,0,0_2429,142,142,1,1
661,0,0_2431,142,142,1,1
662,0,0_2433,142,142,1,1
663,0,0_2440,142,142,1,1
664,0,0_2441,142,142,1,1
665,0,0_2448,142,142,1,1
666,0,0_2458,142,142,1,1
667,0,0_2467,142,142,1,1
668,0,0_2496,142,142,1,1
669,0,0_2497,142,142,1,1
670,0,0_2500,142,142,1,1
671,0,0_2502,142,142,1,1
672,0,0_2509,142,142,1,1
673,0,0_2511,142,142,1,1
674,0,0_2512,142,142,1,1
675,0,0_2521,142,142,1,1
676,0,0_2524,142,142,1,1
677,0,0_2533,142,142,1,1
678,0,0_2545,142,142,1,1
679,0,0_2548,142,142,1,1
680,0,0_2559,142,142,1,1
681,0,0_2561,142,142,1,1
682,0,0_2564,142,142,1,1
683,0,0_2566,142,142,1,1
684,0,0_2567,142,142,1,1
685,0,0_2568,142,142,1,1
686,0,0_2571,142,142,1,1
687,0,0_2575,142,142,1,1
688,0,0_2577,142,142,1,1
689,0,0_2583,142,142,1,1
690,0,0_2585,142,142,1,1
691,0,0_2587,142,142,1,1
692,0,0_2589,142,142,1,1
693,0,0_2590,142,142,1,1
694,0,0_2593,142,142,1,1
695,0,0_2598,142,142,1,1
696,0,0_2599,142,142,1,1
697,0,0_2603,142,142,1,1
698,0,0_2605,142,142,1,1
699,0,0_2606,142,142,1,1
700,0,0_2608,142,142,1,1
701,0,0_2609,142,142,1,1
702,0,0_2614,142,142,1,1
703,0,0_2617,142,142,1,1
704,0,0_2618,142,142,1,1
705,0,0_2619,142,142,1,1
706,0,0_2620,142,142,1,1
707,0,0_2622,142,142,1,1
708,0,0_2632,142,142,1,1
709,0,0_2636,142,142,1,1
710,0,0_2638,142,142,1,1
711,0,0_2639,142,142,1,1
712,0,0_2649,142,142,1,1
713,0,0_2655,142,142,1,1
714,0,0_2663,142,142,1,1
715,0,0_2664,142,142,1,1
716,0,0_2665,142,142,1,1
717,0,0_2668,142,142,1,1
718,0,0_2669,142,142,1,1
719,0,0_2679,142,142,1,1
720,0,0_2690,142,142,1,1
721,0,0_2693,142,142,1,1
722,0,0_2702,142,142,1,1
723,0,0_2704,142,142,1,1
724,0,0_2723,142,142,1,1
725,0,0_2726,142,142,1,1
726,0,0_2727,142,142,1,1
727,0,0_2729,142,142,1,1
728,0,0_2736,142,142,1,1
729,0,0_2743,142,142,1,1
730,0,0_2748,142,142,1,1
731,0,0_2749,142,142,1,1
732,0,0_2766,142,142,1,1
733,0,0_2831,142,142,1,1
734,0,0_2836,142,142,1,1
735,0,0_2849,142,142,1,1
736,0,0_3200,142,142,1,1
737,0,0_3206,142,142,1,1
738,0,0_3213,142,142,1,1
739,0,0_3226,142,142,1,1
740,0,0_3227,142,142,1,1
741,0,0_3250,142,142,1,1
742,0,0_3257,142,142,1,1
743,0,0_3262,142,142,1,1
744,0,0_3267,142,142,1,1
745,0,0_3269,142,142,1,1
746,0,0_3283,142,142,1,1
747,0,0_3297,142,142,1,1
748,0,0_3384,142,142,1,1
749,0,0_3406,142,142,1,1
750,0,0_3408,142,142,1,1
751,0,0_3416,142,142,1,1
752,0,0_3425,142,142,1,1
753,0,0_3426,142,142,1,1
754,0,0_3428,142,142,1,1
755,0,0_3432,142,142,1,1
756,0,0_3434,142,142,1,1
757,0,0_3435,142,142,1,1
758,0,0_3446,142,142,1,1
759,0,0_3447,142,142,1,1
760,0,0_3448,142,142,1,1
761,0,0_3451,142,142,1,1
762,0,0_3452,142,142,1,1
763,0,0_3453,142,142,1,1
764,0,0_3454,142,142,1,1
765,0,0_3455,142,142,1,1
766,0,0_3456,142,142,1,1
767,0,0_3463,142,142,1,1
768,0,0_3466,142,142,1,1
769,0,0_3468,142,142,1,1
770,0,0_3475,142,142,1,1
771,0,0_3479,142,142,1,1
772,0,0_3487,142,142,1,1
773,0,0_3496,142,142,1,1
774,0,0_3497,142,142,1,1
775,0,0_3502,142,142,1,1
776,0,0_3512,142,142,1,1
777,0,0_3518,142,142,1,1
778,0,0_3529,142,142,1,1
779,0,0_3530,142,142,1,1
780,0,0_3532,142,142,1,1
781,0,0_3535,142,142,1,1
782,0,0_3540,142,142,1,1
783,0,0_3541,142,142,1,1
784,0,0_3543,142,142,1,1
785,0,0_3545,142,142,1,1
786,0,0_3549,142,142,1,1
787,0,0_3556,142,142,1,1
788,0,0_3591,142,142,1,1
789,0,0_3593,142,142,1,1
790,0,0_3594,142,142,1,1
791,0,0_3601,142,142,1,1
792,0,0_3636,142,142,1,1
793,0,0_3638,142,142,1,1
794,0,0_3642,142,142,1,1
795,0,0_3652,142,142,1,1
796,0,0_3670,142,142,1,1
797,0,0_3688,142,142,1,1
798,0,0_3696,142,142,1,1
799,0,0_3723,142,142,1,1
800,0,0_3775,142,142,1,1
801,0,0_3788,142,142,1,1
802,0,0_3975,142,142,1,1
803,0,0_4000,142,142,1,1
804,0,0_4082,142,142,1,1
805,0,0_4218,142,142,1,1
806,0,0_4221,142,142,1,1
807,0,0_4225,142,142,1,1
808,0,0_4227,142,142,1,1
809,0,0_4245,142,142,1,1
810,0,0_4248,142,142,1,1
811,0,0_4249,142,142,1,1
812,0,0_4250,142,142,1,1
813,0,0_4251,142,142,1,1
814,0,0_4252,142,142,1,1
815,0,0_4253,142,142,1,1
816,0,0_4256,142,142,1,1
817,0,0_4258,142,142,1,1
818,0,0_4259,142,142,1,1
819,0,0_4260,142,142,1,1
820,0,0_4263,142,142,1,1
821,0,0_4266,142,142,1,1
822,0,0_4267,142,142,1,1
823,0,0_4268,142,142,1,1
824,0,0_4270,142,142,1,1
